idx,sentence,followup,stype,ftype,OP1,OP1_type,OP2,OP2_type,ambiguity,question_type
16,Galileo saw Watson and he smiled. The answer to the question: Who smiled? is,Galileo,S,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
17,Katherine spied the girl and she smiled. The answer to the question: Who smiled? is,the girl,S,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
17,Katherine spied the girl and she smiled. The answer to the question: Who smiled? is,Katherine,S,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
18,Mary saw Ada and she frowned. The answer to the question: Who frowned? is,Ada,S,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
18,Mary saw Ada and she frowned. The answer to the question: Who frowned? is,Mary,S,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
19,Bill spied Watson and he lept. The answer to the question: Who lept? is,Watson,S,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
19,Bill spied Watson and he lept. The answer to the question: Who lept? is,Bill,S,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
20,Galileo saw Alan and he lept. The answer to the question: Who lept? is,Alan,S,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
20,Galileo saw Alan and he lept. The answer to the question: Who lept? is,Galileo,S,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
21,Galileo saw Sherlock and he shouted. The answer to the question: Who shouted? is,Sherlock,S,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
21,Galileo saw Sherlock and he shouted. The answer to the question: Who shouted? is,Galileo,S,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
22,Ada observed Mary and she smiled. The answer to the question: Who smiled? is,Mary,S,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
22,Ada observed Mary and she smiled. The answer to the question: Who smiled? is,Ada,S,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
23,Sherlock observed Bill and he shouted. The answer to the question: Who shouted? is,Bill,S,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
23,Sherlock observed Bill and he shouted. The answer to the question: Who shouted? is,Sherlock,S,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
24,Alan saw the boy and he waved. The answer to the question: Who waved? is,the boy,S,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
24,Alan saw the boy and he waved. The answer to the question: Who waved? is,Alan,S,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
25,Watson spotted Sherlock and he frowned. The answer to the question: Who frowned? is,Sherlock,S,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
25,Watson spotted Sherlock and he frowned. The answer to the question: Who frowned? is,Watson,S,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
26,Galileo spied Alan and he waved. The answer to the question: Who waved? is,Alan,S,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
26,Galileo spied Alan and he waved. The answer to the question: Who waved? is,Galileo,S,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
27,the man saw Alan and he shouted. The answer to the question: Who shouted? is,Alan,S,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
27,the man saw Alan and he shouted. The answer to the question: Who shouted? is,the man,S,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
28,Galileo observed Bill and he smiled. The answer to the question: Who smiled? is,Bill,S,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
28,Galileo observed Bill and he smiled. The answer to the question: Who smiled? is,Galileo,S,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
29,Mary observed Katherine and she waved. The answer to the question: Who waved? is,Katherine,S,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
29,Mary observed Katherine and she waved. The answer to the question: Who waved? is,Mary,S,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
30,Watson saw the man and he lept. The answer to the question: Who lept? is,the man,S,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
30,Watson saw the man and he lept. The answer to the question: Who lept? is,Watson,S,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
31,Adele spotted Mary and she shouted. The answer to the question: Who shouted? is,Mary,S,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
31,Adele spotted Mary and she shouted. The answer to the question: Who shouted? is,Adele,S,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
32,Katherine spotted the girl and she waved. The answer to the question: Who waved? is,the girl,S,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
32,Katherine spotted the girl and she waved. The answer to the question: Who waved? is,Katherine,S,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
33,the woman spotted Marie and she frowned. The answer to the question: Who frowned? is,Marie,S,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
33,the woman spotted Marie and she frowned. The answer to the question: Who frowned? is,the woman,S,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
34,Adele spied Katherine and she shouted. The answer to the question: Who shouted? is,Katherine,S,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
34,Adele spied Katherine and she shouted. The answer to the question: Who shouted? is,Adele,S,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
35,Marie saw Ada and she shouted. The answer to the question: Who shouted? is,Ada,S,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
35,Marie saw Ada and she shouted. The answer to the question: Who shouted? is,Marie,S,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
36,the woman spotted Marie and she shouted. The answer to the question: Who shouted? is,Marie,S,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
36,the woman spotted Marie and she shouted. The answer to the question: Who shouted? is,the woman,S,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
37,the boy observed Watson and he waved. The answer to the question: Who waved? is,Watson,S,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
37,the boy observed Watson and he waved. The answer to the question: Who waved? is,the boy,S,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
38,Alan saw Bill and he shouted. The answer to the question: Who shouted? is,Bill,S,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
38,Alan saw Bill and he shouted. The answer to the question: Who shouted? is,Alan,S,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
39,Bill spotted the boy and he waved. The answer to the question: Who waved? is,the boy,S,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
39,Bill spotted the boy and he waved. The answer to the question: Who waved? is,Bill,S,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
40,the woman spotted Adele and she shouted. The answer to the question: Who shouted? is,Adele,S,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
40,the woman spotted Adele and she shouted. The answer to the question: Who shouted? is,the woman,S,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
41,the man observed Galileo and he smiled. The answer to the question: Who smiled? is,Galileo,S,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
41,the man observed Galileo and he smiled. The answer to the question: Who smiled? is,the man,S,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
42,the boy saw the man and he shouted. The answer to the question: Who shouted? is,the man,S,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
42,the boy saw the man and he shouted. The answer to the question: Who shouted? is,the boy,S,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
43,Galileo spied Sherlock and he shouted. The answer to the question: Who shouted? is,Sherlock,S,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
43,Galileo spied Sherlock and he shouted. The answer to the question: Who shouted? is,Galileo,S,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
44,Watson saw Galileo and he waved. The answer to the question: Who waved? is,Galileo,S,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
44,Watson saw Galileo and he waved. The answer to the question: Who waved? is,Watson,S,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
45,Katherine saw Adele and she waved. The answer to the question: Who waved? is,Adele,S,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
45,Katherine saw Adele and she waved. The answer to the question: Who waved? is,Katherine,S,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
46,Galileo observed the boy and he waved. The answer to the question: Who waved? is,the boy,S,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
46,Galileo observed the boy and he waved. The answer to the question: Who waved? is,Galileo,S,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
47,Mary observed the girl and she frowned. The answer to the question: Who frowned? is,the girl,S,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
47,Mary observed the girl and she frowned. The answer to the question: Who frowned? is,Mary,S,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
48,the woman observed Katherine and she shouted. The answer to the question: Who shouted? is,Katherine,S,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
48,the woman observed Katherine and she shouted. The answer to the question: Who shouted? is,the woman,S,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
49,the girl spotted Katherine and she smiled. The answer to the question: Who smiled? is,Katherine,S,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
49,the girl spotted Katherine and she smiled. The answer to the question: Who smiled? is,the girl,S,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
50,Alan spotted Galileo and he waved. The answer to the question: Who waved? is,Galileo,S,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
50,Alan spotted Galileo and he waved. The answer to the question: Who waved? is,Alan,S,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
51,Katherine spotted the woman and she frowned. The answer to the question: Who frowned? is,the woman,S,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
51,Katherine spotted the woman and she frowned. The answer to the question: Who frowned? is,Katherine,S,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
52,Sherlock observed Galileo and he lept. The answer to the question: Who lept? is,Galileo,S,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
52,Sherlock observed Galileo and he lept. The answer to the question: Who lept? is,Sherlock,S,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
53,Katherine spied Adele and she shouted. The answer to the question: Who shouted? is,Adele,S,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
53,Katherine spied Adele and she shouted. The answer to the question: Who shouted? is,Katherine,S,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
54,Mary saw the woman and she lept. The answer to the question: Who lept? is,the woman,S,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
54,Mary saw the woman and she lept. The answer to the question: Who lept? is,Mary,S,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
55,the girl spied Katherine and she waved. The answer to the question: Who waved? is,Katherine,S,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
55,the girl spied Katherine and she waved. The answer to the question: Who waved? is,the girl,S,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
56,Marie spied Ada and she waved. The answer to the question: Who waved? is,Ada,S,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
56,Marie spied Ada and she waved. The answer to the question: Who waved? is,Marie,S,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
57,the woman spotted the girl and she smiled. The answer to the question: Who smiled? is,the girl,S,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
57,the woman spotted the girl and she smiled. The answer to the question: Who smiled? is,the woman,S,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
58,Adele spotted Katherine and she waved. The answer to the question: Who waved? is,Katherine,S,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
58,Adele spotted Katherine and she waved. The answer to the question: Who waved? is,Adele,S,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
59,Katherine spotted Adele and she frowned. The answer to the question: Who frowned? is,Adele,S,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
59,Katherine spotted Adele and she frowned. The answer to the question: Who frowned? is,Katherine,S,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
60,Watson observed Alan and he lept. The answer to the question: Who lept? is,Alan,S,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
60,Watson observed Alan and he lept. The answer to the question: Who lept? is,Watson,S,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
61,Alan observed the boy and he waved. The answer to the question: Who waved? is,the boy,S,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
61,Alan observed the boy and he waved. The answer to the question: Who waved? is,Alan,S,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
62,Watson spied the man and he frowned. The answer to the question: Who frowned? is,the man,S,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
62,Watson spied the man and he frowned. The answer to the question: Who frowned? is,Watson,S,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
63,Sherlock saw Galileo and he shouted. The answer to the question: Who shouted? is,Galileo,S,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
63,Sherlock saw Galileo and he shouted. The answer to the question: Who shouted? is,Sherlock,S,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
64,Katherine saw Adele and she frowned. The answer to the question: Who frowned? is,Adele,S,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
64,Katherine saw Adele and she frowned. The answer to the question: Who frowned? is,Katherine,S,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
65,Alan spied Galileo and he lept. The answer to the question: Who lept? is,Galileo,S,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
65,Alan spied Galileo and he lept. The answer to the question: Who lept? is,Alan,S,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
66,Katherine spotted Adele and she smiled. The answer to the question: Who smiled? is,Adele,S,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
66,Katherine spotted Adele and she smiled. The answer to the question: Who smiled? is,Katherine,S,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
67,the woman spied Ada and she frowned. The answer to the question: Who frowned? is,Ada,S,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
67,the woman spied Ada and she frowned. The answer to the question: Who frowned? is,the woman,S,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
68,the man spotted Bill and he lept. The answer to the question: Who lept? is,Bill,S,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
68,the man spotted Bill and he lept. The answer to the question: Who lept? is,the man,S,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
69,Mary observed Katherine and she lept. The answer to the question: Who lept? is,Katherine,S,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
69,Mary observed Katherine and she lept. The answer to the question: Who lept? is,Mary,S,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
70,Sherlock spotted Alan and he frowned. The answer to the question: Who frowned? is,Alan,S,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
70,Sherlock spotted Alan and he frowned. The answer to the question: Who frowned? is,Sherlock,S,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
71,Ada spied the girl and she frowned. The answer to the question: Who frowned? is,the girl,S,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
71,Ada spied the girl and she frowned. The answer to the question: Who frowned? is,Ada,S,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
72,Alan spotted the man and he waved. The answer to the question: Who waved? is,the man,S,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
72,Alan spotted the man and he waved. The answer to the question: Who waved? is,Alan,S,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
73,Adele saw Katherine and she smiled. The answer to the question: Who smiled? is,Katherine,S,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
73,Adele saw Katherine and she smiled. The answer to the question: Who smiled? is,Adele,S,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
74,Marie spotted Ada and she lept. The answer to the question: Who lept? is,Ada,S,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
74,Marie spotted Ada and she lept. The answer to the question: Who lept? is,Marie,S,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
75,Sherlock saw the man and he lept. The answer to the question: Who lept? is,the man,S,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
75,Sherlock saw the man and he lept. The answer to the question: Who lept? is,Sherlock,S,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
76,Ada spotted the girl and she lept. The answer to the question: Who lept? is,the girl,S,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
76,Ada spotted the girl and she lept. The answer to the question: Who lept? is,Ada,S,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
77,Marie spotted Adele and she lept. The answer to the question: Who lept? is,Adele,S,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
77,Marie spotted Adele and she lept. The answer to the question: Who lept? is,Marie,S,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
78,Mary saw the girl and she waved. The answer to the question: Who waved? is,the girl,S,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
78,Mary saw the girl and she waved. The answer to the question: Who waved? is,Mary,S,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
79,Mary spied Katherine and she shouted. The answer to the question: Who shouted? is,Katherine,S,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
79,Mary spied Katherine and she shouted. The answer to the question: Who shouted? is,Mary,S,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
80,Adele spied Mary and she lept. The answer to the question: Who lept? is,Mary,S,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
80,Adele spied Mary and she lept. The answer to the question: Who lept? is,Adele,S,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
81,Watson observed the man and he smiled. The answer to the question: Who smiled? is,the man,S,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
81,Watson observed the man and he smiled. The answer to the question: Who smiled? is,Watson,S,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
82,the girl observed Adele and she smiled. The answer to the question: Who smiled? is,Adele,S,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
82,the girl observed Adele and she smiled. The answer to the question: Who smiled? is,the girl,S,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
83,Sherlock observed Alan and he frowned. The answer to the question: Who frowned? is,Alan,S,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
83,Sherlock observed Alan and he frowned. The answer to the question: Who frowned? is,Sherlock,S,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,bound
